tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,,,,,
509,daphnia,25,0,25,0.1,,,,,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
510,daphnia,25,0,25,0.1,,,,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
511,daphnia,25,0,25,0.5,,,,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
512,daphnia,25,0,25,0.5,,,,,0,0,4,0,3,0,0,5,0,4,0,5,0,0,6,0,8,0,0,8,0,12,0,7,1,0,7,0,5,1,0,8,0,5,0,0,10,0,10,0,0,8,NA,NA,,,,,
513,daphnia,25,0,25,0.5,,,,,0,4,0,0,3,0,7,0,8,0,6,0,0,7,0,10,0,8,0,0,5,0,8,0,10,0,0,8,0,9,0,8,0,0,8,0,9,0,0,5,0,0,2,NA,,,,,
514,daphnia,25,0,25,0.5,,1,,5/23/22,0,3,0,0,5,0,7,0,6,0,6,0,0,5,0,8,0,7,1,0,7,0,9,0,0,7,0,6,0,6,0,0,7,0,9,0,2,5,0,6,0,0,2,NA,,,,,
515,daphnia,25,0,25,0.5,,,,,0,0,6,0,9,0,0,8,0,7,0,7,0,0,7,0,9,0,0,0,0,7,0,7,0,0,8,0,12,0,6,0,0,9,0,9,0,0,2,2,0,0,NA,NA,,,,,
516,daphnia,25,0,25,0.5,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
517,daphnia,25,0,25,0.5,,,,,0,0,4,0,7,0,8,0,7,0,0,5,0,8,0,8,0,0,7,0,10,0,8,0,0,9,0,9,0,7,1,0,8,0,7,0,4,2,0,8,1,0,1,NA,,,,,
518,daphnia,25,0,25,0.5,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
519,daphnia,25,0,25,0.5,,1,,5/23/22,0,3,0,0,7,0,8,0,6,0,0,6,0,7,0,1,0,8,0,0,8,0,11,0,11,0,0,9,0,8,0,6,0,0,5,0,13,0,0,9,0,6,0,NA,,,,,
520,daphnia,25,0,25,0.5,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
521,daphnia,25,0,25,0.5,,,,,0,5,0,0,7,0,6,0,5,0,0,7,0,7,0,11,0,0,10,0,10,0,0,5,0,7,0,0,9,0,7,0,7,0,0,9,0,7,0,0,6,0,1,0,,,,,
522,daphnia,25,0,25,0.5,,,1,4/18/22,0,2,2,0,7,0,9,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
523,daphnia,25,0,25,0.5,,,,,0,0,4,0,2,0,8,0,0,6,0,8,0,7,0,8,0,0,10,0,12,0,0,4,0,4,0,5,0,0,9,0,7,0,6,0,0,9,0,9,0,0,4,NA,,,,,
524,daphnia,25,0,25,0.5,,1,,5/23/22,0,0,3,0,6,0,7,0,8,0,0,0,0,8,0,10,0,0,10,0,14,0,10,0,0,10,0,11,0,9,0,4,10,0,8,0,0,9,0,10,0,0,8,NA,,,,,
525,daphnia,25,0,25,0.5,,,,,0,4,0,0,5,0,10,0,7,0,5,0,0,6,0,9,0,0,5,0,8,0,0,3,0,8,0,11,0,0,2,0,14,0,0,8,0,8,0,0,6,0,7,0,,,,,
526,daphnia,25,0,25,0.5,,,,,0,1,1,0,2,0,8,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
527,daphnia,25,0,25,0.5,,,,,0,3,0,0,3,1,6,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
528,daphnia,25,0,25,0.5,,,,,0,0,2,0,4,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
529,daphnia,25,0,25,0.5,,,,,0,0,3,0,4,0,6,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
530,daphnia,25,0,25,0.5,,,,,0,0,1,0,2,0,0,6,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
531,daphnia,25,0,25,0.5,,,,,0,5,1,0,5,0,7,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
532,daphnia,25,0,25,0.5,,,,,0,0,4,0,4,0,6,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
533,daphnia,25,0,25,0.5,,,,,0,4,0,0,0,0,6,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
534,daphnia,25,0,25,0.5,,,,,0,4,0,0,2,0,5,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
535,daphnia,25,0,25,0.5,,,,,0,3,0,0,0,0,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
536,daphnia,25,0,25,0.5,,,,,0,0,3,0,4,0,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
537,daphnia,25,0,25,0.5,,,,,0,0,6,0,3,0,0,8,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
538,daphnia,25,0,25,0.5,,,,,0,0,2,0,3,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
539,daphnia,25,0,25,0.5,1,,,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
540,daphnia,25,0,25,0.5,,,,,0,5,0,0,4,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
541,daphnia,25,0,25,0.5,,,,,0,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
542,daphnia,25,0,25,0.5,,,,,0,1,0,0,3,0,6,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
543,daphnia,25,0,25,0.5,,,,,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
544,daphnia,25,0,25,0.5,,,,,0,0,6,0,3,0,0,6,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
545,daphnia,25,0,25,0.5,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
546,daphnia,25,0,25,0.5,,,,,0,0,5,0,0,1,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
547,daphnia,25,0,25,0.5,,,,,0,0,4,0,1,0,4,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
548,daphnia,25,0,25,0.5,,,,,0,2,0,0,4,0,7,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
549,daphnia,25,0,25,0.5,,,,,0,4,0,0,5,0,2,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
550,daphnia,25,0,25,0.5,,,,,0,3,0,0,0,0,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
551,daphnia,25,0,25,0.5,,,,,0,0,0,0,1,2,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
552,daphnia,25,0,25,0.5,,,,,0,0,1,0,0,2,0,5,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
553,daphnia,25,0,25,0.5,,,,,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
554,daphnia,25,0,25,0.5,1,,,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
555,daphnia,25,0,25,0.5,1,,,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
556,daphnia,25,0,25,1,,1,,5/23/22,0,0,0,0,6,0,8,0,0,8,0,9,0,9,0,12,0,0,11,0,15,0,0,12,0,14,0,11,0,0,13,0,15,0,12,0,2,7,0,9,0,0,3,NA,,,,,
557,daphnia,25,0,25,1,,,,,0,0,2,0,6,0,9,0,9,0,0,5,0,10,0,7,0,0,10,0,0,0,0,2,0,8,0,0,2,0,19,0,0,0,0,11,0,0,0,1,2,0,0,NA,,,,,
558,daphnia,25,0,25,1,,,,,0,5,0,0,0,0,14,0,10,0,10,0,0,5,0,14,0,16,0,14,0,0,16,0,18,0,17,0,0,13,0,14,0,16,0,0,16,0,19,0,0,10,NA,NA,,,,,
559,daphnia,25,0,25,1,,,,,0,4,0,0,9,0,12,0,9,0,3,5,0,9,0,10,0,0,13,0,20,0,20,0,0,18,0,15,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
560,daphnia,25,0,25,1,,,,,0,0,0,0,4,0,6,0,4,0,8,0,0,7,0,10,0,12,0,6,0,1,12,0,13,0,10,0,0,9,0,12,0,8,0,0,10,0,11,0,0,9,NA,NA,,,,,
561,daphnia,25,0,25,1,,,,,0,0,2,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0,9,0,4,0,14,0,0,14,0,14,0,0,10,0,16,0,12,0,0,14,0,18,0,0,10,NA,,,,,
562,daphnia,25,0,25,1,,,,,0,4,1,0,7,0,12,0,8,0,2,7,0,9,0,12,0,3,0,2,17,0,15,0,0,15,0,1,0,14,0,0,0,0,15,0,0,0,0,0,NA,NA,NA,NA,,,,,
563,daphnia,25,0,25,1,,,,,0,0,2,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
564,daphnia,25,0,25,1,,,,,0,0,5,0,8,0,13,0,10,0,0,2,0,11,0,8,0,0,2,0,0,0,1,12,0,13,0,13,0,0,12,0,17,0,5,10,0,11,0,0,7,0,8,0,,,,,
565,daphnia,25,0,25,1,,,,,0,4,0,0,5,0,11,0,12,0,10,0,0,10,0,8,0,13,0,0,13,0,19,0,11,0,8,5,0,11,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
566,daphnia,25,0,25,1,,,,,0,0,2,0,6,0,12,0,0,14,0,10,0,6,0,7,2,0,17,0,18,0,1,10,0,17,0,11,0,2,11,0,11,0,0,12,0,11,0,0,11,0,NA,NA,,,,,
567,daphnia,25,0,25,1,,1,,5/23/22,0,0,3,0,5,0,10,0,11,0,8,0,0,10,0,11,0,0,10,0,13,0,4,0,14,0,0,17,0,10,0,5,0,0,10,0,3,0,4,0,0,12,0,NA,,,,,
568,daphnia,25,0,25,1,,,,,0,0,4,0,6,0,0,8,0,10,0,0,0,10,0,12,0,0,14,0,14,0,0,16,0,14,0,10,0,1,11,0,9,0,0,4,0,11,0,0,7,0,6,NA,,,,,
569,daphnia,25,0,25,1,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
570,daphnia,25,0,25,1,,,,,0,0,2,0,3,0,10,0,0,10,0,8,0,7,0,10,0,0,11,0,14,0,0,11,0,17,0,12,0,0,13,0,13,0,0,14,0,16,0,0,9,0,10,0,,,,,
571,daphnia,25,0,25,1,,,,,0,0,1,0,6,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
572,daphnia,25,0,25,1,,,,,0,0,2,0,6,0,9,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
573,daphnia,25,0,25,1,,,,,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,babies after dod?,,,,
574,daphnia,25,0,25,1,,,,,0,0,0,0,2,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
575,daphnia,25,0,25,1,,,,,0,0,1,0,2,0,0,6,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
576,daphnia,25,0,25,1,,,,,0,3,1,0,7,0,13,0,9,0,0,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
577,daphnia,25,0,25,1,,,,,0,6,0,0,0,0,9,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
578,daphnia,25,0,25,1,,,,,0,2,0,0,0,0,1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
579,daphnia,25,0,25,1,,,,,0,0,4,0,3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
580,daphnia,25,0,25,1,,,,,0,0,3,0,4,0,9,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
581,daphnia,25,0,25,1,,,,,0,0,4,0,5,0,5,0,9,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
582,daphnia,25,0,25,1,,,,,0,0,4,0,4,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
583,daphnia,25,0,25,1,,,,,0,0,0,0,0,1,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
584,daphnia,25,0,25,1,,,,,0,0,3,0,4,0,9,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
585,daphnia,25,0,25,1,,,,,0,0,3,0,5,0,10,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
586,daphnia,25,0,25,1,,,,,0,0,2,0,7,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
587,daphnia,25,0,25,1,,,,,0,0,0,4,0,5,0,0,3,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
588,daphnia,25,0,25,1,,,,,0,0,4,0,0,0,10,0,8,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
589,daphnia,25,0,25,1,,,,,0,0,3,0,1,2,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
590,daphnia,25,0,25,1,,,,,0,0,4,0,5,0,7,0,5,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
591,daphnia,25,0,25,1,,,,,0,4,0,0,6,0,10,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
592,daphnia,25,0,25,1,,,,,0,0,2,0,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
593,daphnia,25,0,25,1,,,,,0,0,4,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
594,daphnia,25,0,25,1,,1,,5/18/22,0,0,3,0,6,0,9,0,8,0,1,0,0,0,0,11,0,11,0,0,12,0,10,0,6,0,0,13,0,4,0,13,0,0,14,0,16,1,NA,NA,NA,NA,NA,NA,,,,,
595,daphnia,25,0,25,1,,,,,0,0,5,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
596,daphnia,25,0,25,1,,,,,0,0,3,0,4,0,5,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
597,daphnia,25,0,25,1,,,,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
598,daphnia,25,0,25,1,,,,,0,0,4,0,2,0,7,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
599,daphnia,25,0,25,1,,,,,0,0,4,0,0,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
600,daphnia,25,0,25,1,,,,,0,0,4,0,4,0,8,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
601,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
602,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
603,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,3,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
604,cerio,15,0,15,1,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
605,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
606,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
